timestamp_ms,seq,mode,snr,per_radio,per_auth,battery,latency_ms,ack_received,retries,auth_success,mode_switch,cost_selected
93418,93,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
94418,94,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
95418,95,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
96418,96,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
97418,97,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
98418,98,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
99418,99,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
100418,100,CTR,7.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
101418,101,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
102418,102,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
103418,103,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
104418,104,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
105418,105,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
106418,106,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
107418,107,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
108418,108,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
109418,109,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
110418,110,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
111418,111,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
112418,112,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
113418,113,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
114418,114,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
115418,115,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
116418,116,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
117418,117,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
118418,118,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
119418,119,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
120418,120,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
121418,121,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
122418,122,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
123418,123,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
124418,124,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
125418,125,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
126418,126,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
127418,127,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
128418,128,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
129418,129,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
130418,130,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
131418,131,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
132418,132,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
133418,133,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
134418,134,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
135418,135,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
136418,136,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
137418,137,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
138418,138,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
139418,139,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
140418,140,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
141418,141,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
142418,142,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
143418,143,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
144418,144,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
145418,145,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
146418,146,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
147418,147,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
148418,148,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
149418,149,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
150418,150,CTR,5.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
151418,151,CTR,3.00,0.0000,0.0000,1.000,418,1,0,1,0,0.320
153518,152,CTR,3.00,0.0000,0.0000,1.000,1518,0,1,0,0,0.320
153936,153,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
154936,154,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
155936,155,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
156936,156,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
157936,157,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
158936,158,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
159936,159,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
160936,160,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
161936,161,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
162936,162,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
163936,163,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
164936,164,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
165936,165,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
166936,166,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
167936,167,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
168936,168,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
169936,169,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
170936,170,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
171936,171,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
172936,172,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
173936,173,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
174936,174,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
175936,175,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
176936,176,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
177936,177,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
178936,178,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
179936,179,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
180936,180,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
181936,181,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
182936,182,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
183936,183,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
184936,184,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
185936,185,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
186936,186,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
187936,187,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
188936,188,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
189936,189,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
190936,190,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
191936,191,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
192936,192,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
193936,193,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
194936,194,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
195936,195,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
196936,196,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
197936,197,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
198936,198,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
199936,199,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
200936,200,CTR,3.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
201936,201,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
202936,202,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
203936,203,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
204936,204,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
205936,205,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
206936,206,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
207936,207,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
208936,208,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
209936,209,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
210936,210,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
211936,211,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
212936,212,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
213936,213,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
214936,214,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
215936,215,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
216936,216,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
217936,217,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
218936,218,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
219936,219,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
220936,220,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
221936,221,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
222936,222,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
223936,223,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
224936,224,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
225936,225,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
226936,226,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
227936,227,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
228936,228,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
229936,229,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
230936,230,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
231936,231,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
232936,232,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
233936,233,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
234936,234,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
235936,235,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
236936,236,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
237936,237,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
238936,238,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
239936,239,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
240936,240,CTR,0.00,0.0000,0.0000,1.000,418,1,1,1,0,0.320
243036,241,CTR,0.00,0.0000,0.0000,1.000,1518,0,2,0,0,0.320
243454,242,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
244454,243,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
245454,244,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
246454,245,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
247454,246,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
248454,247,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
249454,248,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
250454,249,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
251454,250,CTR,0.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
252454,251,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
253454,252,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
254454,253,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
255454,254,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
256454,255,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
257454,256,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
258454,257,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
259454,258,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
260454,259,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
261454,260,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
262454,261,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
263454,262,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
264454,263,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
265454,264,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
266454,265,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
267454,266,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
268454,267,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
269454,268,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
270454,269,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
271454,270,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
272454,271,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
273454,272,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
274454,273,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
275454,274,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
276454,275,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
277454,276,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
278454,277,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
279454,278,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
280454,279,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
281454,280,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
282454,281,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
283454,282,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
284454,283,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
285454,284,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
286454,285,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
287454,286,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
288454,287,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
289454,288,CTR,-2.00,0.0000,0.0000,1.000,418,1,2,1,0,0.320
291554,289,CTR,-2.00,0.0000,0.0000,1.000,1518,0,3,0,0,0.320
291972,290,CTR,-2.00,0.0000,0.0000,1.000,418,1,3,1,0,0.320
292972,291,CTR,-2.00,0.0000,0.0000,1.000,418,1,3,1,0,0.320
295072,292,CTR,-2.00,0.0000,0.0000,1.000,1518,0,4,0,0,0.320
295490,293,CTR,-2.00,0.0000,0.0000,1.000,418,1,4,1,0,0.320
297590,294,CTR,-2.00,0.0000,0.0000,1.000,1518,0,5,0,0,0.320
298008,295,CTR,-2.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
299008,296,CTR,-2.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
300008,297,CTR,-2.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
301008,298,CTR,-2.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
302008,299,CTR,-2.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
303008,300,CTR,-2.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
304008,301,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
305008,302,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
306008,303,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
307008,304,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
308008,305,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
309008,306,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
310008,307,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
311008,308,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
312008,309,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
313008,310,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
314008,311,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
315008,312,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
316008,313,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
317008,314,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
318008,315,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
319008,316,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
320008,317,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
321008,318,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
322008,319,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
323008,320,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
324008,321,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
325008,322,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
326008,323,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
327008,324,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
328008,325,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
329008,326,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
330008,327,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
331008,328,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
332008,329,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
333008,330,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
334008,331,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
335008,332,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
336008,333,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
337008,334,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
338008,335,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
339008,336,CTR,-5.00,0.0000,0.0000,1.000,418,1,5,1,0,0.320
